小地域コード,小地域,人口総数,世帯総数,総数１５歳未満,総数１５～６４歳,総数６５歳以上,Latitude,Longitude
4105020008,宮城県仙台市泉区高森八丁目,571,206,59,303,207,38.3363033,140.854476
4105021001,宮城県仙台市泉区長命ケ丘一丁目,1210,499,147,568,465,38.3177978,140.838912
4105021002,宮城県仙台市泉区長命ケ丘二丁目,870,365,68,417,376,38.3133469,140.8414368
4105021003,宮城県仙台市泉区長命ケ丘三丁目,1662,749,179,816,651,38.3093177,140.8377831
4105021004,宮城県仙台市泉区長命ケ丘四丁目,1626,684,174,782,643,38.3124302,140.8369505
4105021005,宮城県仙台市泉区長命ケ丘五丁目,898,397,126,452,307,38.3138099,140.8346402
4105021006,宮城県仙台市泉区長命ケ丘六丁目,857,349,75,364,418,38.3153578,140.829858
4105022000,宮城県仙台市泉区長命ケ丘東,338,135,34,132,172,38.3119249,140.8443647
4105023001,宮城県仙台市泉区鶴が丘一丁目,2833,1147,310,1246,1246,38.3185237,140.9263026
4105023002,宮城県仙台市泉区鶴が丘二丁目,1383,513,164,649,564,38.3192067,140.9164186
4105023003,宮城県仙台市泉区鶴が丘三丁目,2210,878,199,977,1011,38.3226708,140.9193802
4105023004,宮城県仙台市泉区鶴が丘四丁目,1440,566,139,630,665,38.3262206,140.9211065
4105024001,宮城県仙台市泉区寺岡一丁目,1514,555,114,629,762,38.3375262,140.8365484
4105024002,宮城県仙台市泉区寺岡二丁目,778,291,112,391,269,38.3384691,140.8316832
4105024003,宮城県仙台市泉区寺岡三丁目,829,329,55,385,384,38.3395799,140.8243445
4105024004,宮城県仙台市泉区寺岡四丁目,1133,439,93,524,513,38.3426952,140.8235104
4105024005,宮城県仙台市泉区寺岡五丁目,777,312,81,349,343,38.3428811,140.8297742
4105024006,宮城県仙台市泉区寺岡六丁目,500,195,66,231,203,38.3425444,140.8347206
4105025000,宮城県仙台市泉区七北田,5779,2795,749,3642,879,38.328495,140.8702732
4105026001,宮城県仙台市泉区南光台一丁目,2280,1305,209,1249,524,38.2907287,140.8951307
4105026002,宮城県仙台市泉区南光台二丁目,2636,1377,278,1507,648,38.29384,140.8943026
4105026003,宮城県仙台市泉区南光台三丁目,1614,831,143,966,432,38.2957409,140.8933117
4105026004,宮城県仙台市泉区南光台四丁目,1940,883,255,1100,508,38.2987677,140.8937185
4105026005,宮城県仙台市泉区南光台五丁目,1874,794,224,1073,512,38.3042168,140.8944508
4105026006,宮城県仙台市泉区南光台六丁目,2113,896,269,1127,686,38.3045673,140.8982379
4105026007,宮城県仙台市泉区南光台七丁目,2368,1016,265,1359,689,38.3018903,140.9016175
4105027001,宮城県仙台市泉区南光台東一丁目,1526,659,134,836,531,38.2990432,140.9074668
4105027002,宮城県仙台市泉区南光台東二丁目,1375,533,181,792,397,38.2992227,140.9137233
4105027003,宮城県仙台市泉区南光台東三丁目,564,198,126,342,90,38.3021645,140.9153666
4105028001,宮城県仙台市泉区南光台南一丁目,1377,564,195,757,393,38.2971321,140.8997308
4105028002,宮城県仙台市泉区南光台南二丁目,1251,611,139,659,402,38.2945407,140.9018749
4105028003,宮城県仙台市泉区南光台南三丁目,1976,822,211,1209,532,38.2936802,140.9054981
4105029000,宮城県仙台市泉区西田中,617,150,51,253,310,38.337372,140.7392073
4105030001,宮城県仙台市泉区虹の丘一丁目,1037,396,113,430,490,38.3062641,140.873532
4105030002,宮城県仙台市泉区虹の丘二丁目,629,267,48,267,310,38.3053915,140.8684284
4105030003,宮城県仙台市泉区虹の丘三丁目,575,241,53,246,268,38.3017584,140.8679423
4105030004,宮城県仙台市泉区虹の丘四丁目,1014,437,87,526,389,38.3038286,140.8644793
4105031000,宮城県仙台市泉区根白石,1622,501,207,825,583,38.3430761,140.7998521
4105032000,宮城県仙台市泉区野村,839,358,73,458,261,38.3296787,140.8529681
4105033000,宮城県仙台市泉区東黒松,889,483,80,544,198,38.3062881,140.8909891
4105034000,宮城県仙台市泉区福岡,943,328,68,500,358,38.3810516,140.7449254
4105035000,宮城県仙台市泉区古内,225,46,13,83,129,38.3215331,140.8468924
4105036000,宮城県仙台市泉区朴沢,518,168,43,258,214,38.3929575,140.7864629
4105037000,宮城県仙台市泉区歩坂町,2849,1682,212,1641,638,38.3234383,140.9082593
4105038000,宮城県仙台市泉区松森,6039,2504,780,3507,1355,38.3103859,140.9202159
4105039001,宮城県仙台市泉区館一丁目,1392,548,148,770,473,38.3097462,140.7954462
4105039002,宮城県仙台市泉区館二丁目,1221,467,121,730,369,38.3140699,140.7947706
4105039003,宮城県仙台市泉区館三丁目,1640,598,139,1228,262,38.3194386,140.7967272
4105039004,宮城県仙台市泉区館四丁目,1227,398,219,858,135,38.3234291,140.8009965
4105039005,宮城県仙台市泉区館五丁目,568,239,38,350,173,38.3196263,140.8029879
4105039006,宮城県仙台市泉区館六丁目,615,234,53,504,173,38.3173702,140.8001952
4105039007,宮城県仙台市泉区館七丁目,119,6,0,0,0,38.3118346,140.8007101
4105040001,宮城県仙台市泉区山の寺一丁目,1339,652,136,653,437,38.3296578,140.897871
4105040002,宮城県仙台市泉区山の寺二丁目,1684,809,198,942,455,38.333028,140.8933344
4105040003,宮城県仙台市泉区山の寺三丁目,1050,435,117,519,391,38.3341654,140.9034672
4105041000,宮城県仙台市泉区友愛町,712,300,108,397,204,38.3140762,140.8932823
4105042001,宮城県仙台市泉区泉中央一丁目,3513,2177,367,2232,317,38.3229698,140.8795113
4105042002,宮城県仙台市泉区泉中央二丁目,1947,1140,200,1283,273,38.3278171,140.8801611
4105042003,宮城県仙台市泉区泉中央三丁目,2994,1867,339,2008,231,38.3249691,140.8860155
4105042004,宮城県仙台市泉区泉中央四丁目,1943,1095,208,1280,235,38.321334,140.8855277
4105043001,宮城県仙台市泉区桂一丁目,1827,752,185,1192,431,38.3350632,140.8636671
4105043002,宮城県仙台市泉区桂二丁目,1521,617,120,863,530,38.3372199,140.858965
4105043003,宮城県仙台市泉区桂三丁目,1151,449,94,652,402,38.3381073,140.8658609
4105043004,宮城県仙台市泉区桂四丁目,1089,413,70,752,263,38.3427743,140.8671936
4105044001,宮城県仙台市泉区天神沢一丁目,1874,1021,0,0,0,38.3241194,140.8983735
4105044002,宮城県仙台市泉区天神沢二丁目,49,4,0,0,0,38.3274995,140.90257
4105045000,宮城県仙台市泉区本田町,779,415,46,419,236,38.3213556,140.9029903
4105046001,宮城県仙台市泉区八乙女一丁目,801,434,117,535,88,38.3116535,140.8929567
4105046002,宮城県仙台市泉区八乙女二丁目,607,328,59,421,81,38.3099216,140.8914772
4105046003,宮城県仙台市泉区八乙女三丁目,1198,540,142,815,196,38.3088911,140.8975726
4105046004,宮城県仙台市泉区八乙女四丁目,1279,599,161,885,159,38.3113136,140.8978984
4105048000,宮城県仙台市泉区みずほ台,2560,1277,298,1869,259,38.3111089,140.8741809
4105049001,宮城県仙台市泉区紫山一丁目,1130,372,258,723,148,38.3495509,140.8306608
4105049002,宮城県仙台市泉区紫山二丁目,843,308,90,563,189,38.346519,140.8302577
4105049003,宮城県仙台市泉区紫山三丁目,865,280,129,642,94,38.3463331,140.8239935
4105049004,宮城県仙台市泉区紫山四丁目,1148,367,238,825,84,38.3484043,140.8205246
4105049005,宮城県仙台市泉区紫山五丁目,1166,368,306,705,148,38.3536942,140.8237228
4105050001,宮城県仙台市泉区明石南一丁目,585,229,34,376,175,38.3388228,140.8891226
4105050002,宮城県仙台市泉区明石南二丁目,753,260,86,509,156,38.3429812,140.8909287
4105050003,宮城県仙台市泉区明石南三丁目,551,223,78,407,48,38.3411144,140.8869349
4105050004,宮城県仙台市泉区明石南四丁目,708,247,96,496,110,38.3457461,140.8863088
4105050005,宮城県仙台市泉区明石南五丁目,977,347,115,733,115,38.3427998,140.8846656
4105050006,宮城県仙台市泉区明石南六丁目,388,184,52,221,29,38.3466072,140.8826808
4105051001,宮城県仙台市泉区八乙女中央一丁目,688,346,70,500,105,38.3128535,140.8843897
4105051002,宮城県仙台市泉区八乙女中央二丁目,140,78,18,95,11,38.3166574,140.8824061
4105051003,宮城県仙台市泉区八乙女中央三丁目,1829,978,220,1286,184,38.3151065,140.887186
4105051004,宮城県仙台市泉区八乙女中央四丁目,1230,703,143,864,136,38.3125564,140.888714
4105051005,宮城県仙台市泉区八乙女中央五丁目,1662,829,150,1243,225,38.3102612,140.8865356
4105052001,宮城県仙台市泉区上谷刈一丁目,919,422,164,609,81,38.3160879,140.8773418
4105052002,宮城県仙台市泉区上谷刈二丁目,530,246,65,355,77,38.3173777,140.871903
4105052003,宮城県仙台市泉区上谷刈三丁目,1385,654,176,896,201,38.3181951,140.8688948
4105052004,宮城県仙台市泉区上谷刈四丁目,320,156,39,211,49,38.3156027,140.8710419
4105052005,宮城県仙台市泉区上谷刈五丁目,911,444,108,527,226,38.3130529,140.8725709
4105052006,宮城県仙台市泉区上谷刈六丁目,668,442,44,447,87,38.3141012,140.8795694
4105053001,宮城県仙台市泉区南中山一丁目,1682,696,205,1094,325,38.3008227,140.8279262
4105053002,宮城県仙台市泉区南中山二丁目,1124,473,126,602,360,38.3087791,140.8277367
4105053003,宮城県仙台市泉区南中山三丁目,1562,629,136,764,654,38.3131869,140.8258285
4105053004,宮城県仙台市泉区南中山四丁目,1229,488,100,653,470,38.3136067,140.8196494
4105053005,宮城県仙台市泉区南中山五丁目,405,108,98,276,21,38.3080529,140.8114315
4105053006,宮城県仙台市泉区南中山六丁目,858,244,220,597,41,38.3098046,140.8216387
4105054001,宮城県仙台市泉区将監殿一丁目,307,88,92,200,15,38.3396354,140.8817458
4105054002,宮城県仙台市泉区将監殿二丁目,0,0,0,0,0,38.3439576,140.8767104
4105054003,宮城県仙台市泉区将監殿三丁目,606,176,155,401,50,38.3417085,140.8782806
4105054004,宮城県仙台市泉区将監殿四丁目,704,213,146,515,43,38.3417445,140.8732945
4105054005,宮城県仙台市泉区将監殿五丁目,1364,427,394,842,118,38.3441695,140.8736193
4105055001,宮城県仙台市泉区大沢一丁目,29,29,0,29,0,38.3486808,140.8792151
4105055002,宮城県仙台市泉区大沢二丁目,146,61,24,92,26,38.3513608,140.8758303
4105055003,宮城県仙台市泉区大沢三丁目,369,3,0,9,360,38.3562972,140.8752435
4105056001,宮城県仙台市泉区西中山一丁目,1636,524,429,1049,134,38.3083878,140.8064885
4105056002,宮城県仙台市泉区西中山二丁目,1319,415,355,848,112,38.305276,140.8073233
